City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Deputatskiy,RU,2022-01-16 23:18:02,69.3,139.9,-35.0,98,20,4.45
280,Sabang,ID,2022-01-16 23:18:02,5.8933,95.3214,81.45,75,81,15.1
281,Roma,US,2022-01-16 23:13:53,43.2128,-75.4557,27.9,54,0,10.36
282,Carnarvon,AU,2022-01-16 23:18:02,-24.8667,113.6333,75.27,78,100,17.27
283,Estacion Coahuila,MX,2022-01-16 23:18:03,32.1939,-115.0017,77.97,14,90,7.85
284,Bulungu,CD,2022-01-16 23:18:03,-4.55,18.6,69.37,98,91,1.28
285,Gizo,SB,2022-01-16 23:18:03,-8.103,156.8419,82.67,75,97,4.74
286,Zarand,IR,2022-01-16 23:18:04,30.8127,56.564,45.09,71,7,20.02
287,Pisco,PE,2022-01-16 23:18:04,-13.7,-76.2167,75.25,78,0,21.85
288,Half Moon Bay,US,2022-01-16 23:18:04,37.4636,-122.4286,68.47,58,75,3.44
289,Kavaratti,IN,2022-01-16 23:18:05,10.5669,72.642,79.03,70,38,4.12
290,Mastic Beach,US,2022-01-16 23:18:06,40.7668,-72.8521,37.98,74,75,1.01
