City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
554,Ouadda,CF,68.43,scattered clouds,8.0777,22.4007,
555,Birin,NP,52.03,broken clouds,26.8865,88.0718,Sangam hotel and lodge
556,Padre Bernardo,BR,68.67,overcast clouds,-15.35,-48.5,
557,Sorong,ID,77.58,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
558,Sao Joao Da Barra,BR,75.92,few clouds,-21.6403,-41.0511,Pousada Porto De Canoas
560,Lompoc,US,62.56,overcast clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
563,Gunjur,GM,71.67,clear sky,13.2019,-16.7339,Dalaba Eco-Lodge Gambia
565,Porterville,US,55.67,overcast clouds,36.0652,-119.0168,"Holiday Inn Express & Suites Porterville, an IHG Hotel"
568,Serro,BR,65.05,overcast clouds,-18.6047,-43.3794,Pousada Mariana
569,Lascahobas,HT,73.04,few clouds,18.8294,-71.9364,oasisinn lascahobas
572,Santa Rosa,PH,86.11,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
577,Mwanza,TZ,65.46,overcast clouds,-2.5167,32.9,Gold Crest Hotel
579,Ciudad Bolivar,VE,76.23,clear sky,8.1222,-63.5497,Hotel Edi
581,Alta Floresta,BR,70.57,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
583,Baturaja,ID,84.18,broken clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
584,Pochutla,MX,76.05,clear sky,15.7432,-96.4661,Hotel Posada San Jose
585,Zhicheng,CN,52.27,overcast clouds,30.2956,111.5047,Wangjiang Building
587,Gamba,GA,74.73,light rain,-2.65,10.0,
589,Porto Nacional,BR,77.0,broken clouds,-10.7081,-48.4172,Vila Real Hotel
590,Fenoarivo,MG,66.27,light rain,-18.933,47.4354,Skyfol Ambodiafontsy
591,Omboue,GA,74.84,moderate rain,-1.5746,9.2618,Hotel Olako
592,Matao,BR,67.23,overcast clouds,-21.6033,-48.3658,Hotel Caiçara
593,Fandriana,MG,62.31,overcast clouds,-20.2333,47.3833,Fandriana
595,Sinnamary,GF,77.31,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
596,Pozzallo,IT,51.21,clear sky,36.7305,14.8499,Mare Nostrum Petit Hôtel
597,Harper,LR,78.06,clear sky,4.375,-7.7169,Screensaver
598,Lorengau,PG,84.65,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
600,Flinders,AU,88.81,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
601,Marrakesh,MA,50.07,clear sky,31.6315,-8.0083,Novotel Marrakech Hivernage
602,Guanare,VE,80.62,few clouds,9.0418,-69.7421,Nuevo Hotel Coromoto
603,Ngunguru,NZ,83.16,clear sky,-35.6167,174.5,Pacific Rendezvous Motel Resort
605,Vieux-Habitants,GP,72.72,few clouds,16.0589,-61.7659,Gîtes Dardanelle
606,San Policarpo,PH,79.93,scattered clouds,12.1791,125.5072,Agapita M. Nicart
608,Araouane,ML,54.36,broken clouds,18.9048,-3.5265,
609,Port Blair,IN,81.93,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
610,Sawakin,SD,68.67,broken clouds,19.1059,37.3321,فندق الدويم
611,San Pedro,PH,85.35,few clouds,14.35,121.0167,Villa Veronica Resort Private Pool
612,Codrington,AU,66.51,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
614,Semporna,MY,86.2,overcast clouds,4.4818,118.6112,"Han Palace Hotel, Semporna, Sabah."
616,Nsanje,MW,70.68,overcast clouds,-16.92,35.262,Nsanje Discovery Lodge
618,Ende,ID,84.87,overcast clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
620,Ouallam,NE,62.1,clear sky,14.3188,2.0866,
621,Puerto Quijarro,BO,76.23,scattered clouds,-17.7833,-57.7667,Hotel palance
622,Frontera,MX,60.33,broken clouds,26.9333,-101.45,Casagrande Hotel
627,Phrae,TH,76.86,scattered clouds,18.0833,100.0,Gingerbread Cottage Resort & Spa
628,Tumut,AU,76.39,light rain,-35.3,148.2167,Amaroo Motel
629,Japaratuba,BR,79.88,broken clouds,-10.5933,-36.9403,Pousada Japaratuba
631,Pereira Barreto,BR,71.11,overcast clouds,-20.6383,-51.1092,Hotel Pousada Pantal
632,Rio Grande,BR,74.95,light rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
635,Robertsport,LR,80.02,overcast clouds,6.7533,-11.3686,Kwepunha Retreat
636,Sibolga,ID,80.1,few clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
639,Kathua,IN,51.66,overcast clouds,32.3667,75.5167,Avalon Residency
647,Maldonado,UY,73.22,broken clouds,-34.6667,-54.9167,La Cimarrona
648,Sayyan,YE,52.7,clear sky,15.1718,44.3244,ملاطف ابوحورية
652,Tautira,PF,84.22,light rain,-17.7333,-149.15,Pension Oaoa
655,Pringsewu,ID,84.33,overcast clouds,-5.3582,104.9744,Urban Style by Front One
656,Gambela,ET,83.26,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
659,Tevaitoa,PF,79.88,moderate rain,-16.7833,-151.5,Hôtel Raiatea Lodge
660,Lake City,US,51.55,clear sky,30.1897,-82.6393,Ramada Limited Lake City
664,Honiara,SB,89.04,broken clouds,-9.4333,159.95,Heritage Park Hotel
665,Atambua,ID,81.12,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
666,Kirundo,BI,61.57,overcast clouds,-2.5833,30.1667,Maranatha Hotel
668,Kilindoni,TZ,80.78,overcast clouds,-7.9139,39.6668,Bustani B&B
670,Takoradi,GH,78.49,scattered clouds,4.8845,-1.7554,Raybow International Hotel
671,Progreso,MX,65.1,overcast clouds,21.2833,-89.6667,Playa Linda Hotel
673,Malibu,US,68.68,overcast clouds,34.005,-118.8101,Malibu Country Inn
674,Barra Do Bugres,BR,77.83,broken clouds,-15.0725,-57.1811,Hotel 4AM Petrofurt
675,Panguna,PG,78.06,moderate rain,-6.3164,155.4848,
678,Lhokseumawe,ID,81.63,overcast clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
679,Kirakira,SB,87.46,broken clouds,-10.4544,161.9205,SanBiz Lodge
680,Tuy Hoa,VN,76.39,broken clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
682,Bullhead City,US,62.02,clear sky,35.1478,-114.5683,Harrah's Laughlin
683,San Blas,MX,70.54,overcast clouds,21.5167,-105.2667,Hotel Posada del Rey
684,Ribeira Do Pombal,BR,71.37,clear sky,-10.8344,-38.5358,Pousada Central
685,Plettenberg Bay,ZA,67.05,broken clouds,-34.0527,23.3716,Thanda Vista B&B
686,Eirunepe,BR,75.54,overcast clouds,-6.6603,-69.8736,Atrás de você
688,Sumbe,AO,74.55,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
691,Nioro,GM,74.91,broken clouds,13.35,-15.75,
