City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
241,Rurrenabaque,BO,2022-01-17 01:00:21,-14.4413,-67.5278,76.64,73,9,1.45
242,Juneau,US,2022-01-17 01:00:23,58.3019,-134.4197,38.84,98,100,3.31
243,Hofn,IS,2022-01-17 01:00:23,64.2539,-15.2082,30.27,84,100,4.68
244,Wah,PK,2022-01-17 01:00:24,33.798,72.6957,49.01,50,100,2.48
245,Buala,SB,2022-01-17 01:00:25,-8.145,159.5921,86.72,67,70,4.68
246,Nalut,LY,2022-01-17 01:00:26,30.3333,10.85,46.67,68,93,6.44
247,Maragogi,BR,2022-01-17 01:00:26,-9.0122,-35.2225,78.48,78,72,7.49
248,Morgantown,US,2022-01-17 01:00:27,39.6295,-79.9559,30.2,76,100,11.5
249,Cremona,IT,2022-01-17 01:00:27,45.2333,9.9333,44.92,90,0,4.54
250,Okhotsk,RU,2022-01-17 01:00:27,59.3833,143.3,-9.35,79,1,11.32
251,Soyo,AO,2022-01-17 01:00:28,-6.1349,12.3689,77.68,76,100,8.08
252,Portland,US,2022-01-17 00:59:37,45.5234,-122.6762,47.05,84,100,1.99
253,Broome,US,2022-01-17 01:00:28,42.2506,-75.833,25.38,85,100,1.99
254,Marshalltown,US,2022-01-17 01:00:29,42.0494,-92.908,31.37,94,90,8.3
255,Hubli,IN,2022-01-17 01:00:29,15.35,75.1667,68.04,83,100,3.44
256,Alofi,NU,2022-01-17 01:00:29,-19.0595,-169.9187,79.7,69,21,11.16
257,San Isidro,PE,2022-01-17 01:00:30,-12.1167,-77.05,72.5,38,98,1.99
258,Luau,AO,2022-01-17 01:00:30,-10.7073,22.2247,63.34,95,100,3.78
259,Corinto,GR,2022-01-17 01:00:30,37.9407,22.9573,43.68,82,0,2.86
260,Guangzhou,CN,2022-01-17 00:57:02,23.1167,113.25,64.0,65,100,6.55
261,Souillac,MU,2022-01-17 01:00:31,-20.5167,57.5167,78.37,85,83,3.53
262,Marrakesh,MA,2022-01-17 01:00:31,31.6315,-8.0083,51.87,40,0,5.75
263,Khovu-Aksy,RU,2022-01-17 01:00:32,51.1333,93.6,3.07,87,100,4.21
264,Male,MV,2022-01-17 01:00:32,4.1748,73.5089,82.38,68,65,16.35
265,Necochea,AR,2022-01-17 01:00:32,-38.5473,-58.7368,65.03,66,78,22.53
266,Verkhoyansk,RU,2022-01-17 01:00:33,67.5447,133.385,-45.85,99,64,0.96
267,Atambua,ID,2022-01-17 01:00:33,-9.1061,124.8925,79.9,77,100,4.81
268,Sapele,NG,2022-01-17 01:00:34,5.8941,5.6767,77.65,88,97,2.48
269,Ternate,ID,2022-01-17 01:00:34,0.8,127.4,79.95,79,100,4.79
270,Vostok,RU,2022-01-17 01:00:35,46.4856,135.8833,-0.81,95,100,2.95
271,Cabo San Lucas,MX,2022-01-17 01:00:01,22.8909,-109.9124,77.5,79,100,6.87
272,Port Hardy,CA,2022-01-17 01:00:35,50.6996,-127.4199,46.76,93,100,17.27
273,Kokopo,PG,2022-01-17 01:00:36,-4.352,152.2633,84.51,68,100,5.57
274,Nelson Bay,AU,2022-01-17 01:00:36,-32.7167,152.15,89.29,73,100,3.0
275,Puerto Leguizamo,CO,2022-01-17 01:00:36,-0.1934,-74.7819,71.71,97,28,1.97
276,Severo-Kurilsk,RU,2022-01-17 01:00:37,50.6789,156.125,28.36,65,100,12.82
277,Gulu,UG,2022-01-17 01:00:37,2.7746,32.299,68.4,80,100,6.78
278,Blagodatnoye,RU,2022-01-17 01:00:37,45.3997,42.5867,27.52,88,13,11.48
279,Maniitsoq,GL,2022-01-17 01:00:38,65.4167,-52.9,13.12,88,100,13.2
280,Marawi,PH,2022-01-17 01:00:38,7.9986,124.2928,67.64,85,100,3.71
281,Maues,BR,2022-01-17 01:01:39,-3.3836,-57.7186,74.7,96,90,2.84
282,Atbasar,KZ,2022-01-17 01:01:39,51.8,68.3333,9.93,90,87,20.02
283,Tigil,RU,2022-01-17 01:01:39,57.8,158.6667,4.55,85,13,3.36
284,Ilabaya,PE,2022-01-17 01:01:40,-17.4208,-70.5133,64.78,85,100,4.23
285,Kholodnyy,RU,2022-01-17 01:01:40,62.7167,147.95,-37.95,97,66,0.51
286,Houma,US,2022-01-17 00:58:00,29.5958,-90.7195,44.6,76,0,4.61
287,Buraydah,SA,2022-01-17 01:01:40,26.326,43.975,51.57,40,0,7.58
288,Abaza,RU,2022-01-17 01:01:41,52.655,90.0928,21.49,91,97,4.56
289,Westport,US,2022-01-17 01:01:41,41.1415,-73.3579,39.79,79,100,1.01
290,Lipetsk,RU,2022-01-17 01:00:33,52.6031,39.5708,10.99,96,58,9.42
291,Wattegama,LK,2022-01-17 01:01:42,6.7989,81.4808,72.52,92,100,4.83
292,Salamanca,ES,2022-01-17 01:01:42,40.8333,-6.0,32.0,79,7,4.45
293,Hambantota,LK,2022-01-17 01:01:42,6.1241,81.1185,73.74,100,20,5.75
